"OCCP_H","OCCP_W","Husband_Occ","Wife_Occ","PctMen","pct_couples"
205,800,"farmers, ranchers, and other agricultural managers","accountants and auditors",5.27120002940588e-05,0.0104427736006683
1020,800,"software developers","accountants and auditors",0.0148153517128836,0.0238095238095238
1107,800,"other computer occupations","accountants and auditors",0.00268018101733018,0.0114870509607352
2310,800,"elementary and middle school teachers","accountants and auditors",0.00620175275322273,0.0146198830409357
110,800,"computer and information systems managers","accountants and auditors",0.00393774367493483,0.0119047619047619
220,800,"construction managers","accountants and auditors",0.00354392365795544,0.0114870509607352
7700,800,"production supervisors","accountants and auditors",0.0077811311305417,0.0139933166248956
6200,800,"construction supervisors","accountants and auditors",0.00793287445984017,0.0135756056808688
850,800,"personal financial advisors","accountants and auditors",0.0019448136073636,0.00668337510442774
2100,800,"layers and judges","accountants and auditors",0.00681569094562577,0.0112781954887218
4920,800,"real estate agents","accountants and auditors",0.00134375839730615,0.0056390977443609
5000,800,"office and administrative support supervisors","accountants and auditors",0.0071573107754708,0.0112781954887218
1010,800,"computer programmers","accountants and auditors",0.00362409049541406,0.00772765246449457
1360,800,"civil engineers","accountants and auditors",0.00381258070983651,0.00772765246449457
8965,800,"miscellaneous production workers","accountants and auditors",0.00285662674170026,0.00668337510442774
1006,800,"computer systems analysts","accountants and auditors",0.0058057631176215,0.00960735171261487
140,800,"industrial production managers","accountants and auditors",0.00219357873725565,0.0056390977443609
3850,800,"police officers","accountants and auditors",0.00895286847500237,0.0123224728487886
8740,800,"inspectors, testers, sorters, samplers, and weighers","accountants and auditors",0.00505450651645619,0.00835421888053467
136,800,"human resources managers","accountants and auditors",0.000519615734674029,0.0037593984962406
410,800,"property, real estate, and community association managers","accountants and auditors",0.00135736384616827,0.0043859649122807
710,800,"management analysts","accountants and auditors",0.0058695780873211,0.00835421888053467
630,800,"human resources workers","accountants and auditors",0.00235580512228126,0.00480367585630743
8220,800,"miscellaneous metal and plastic workers","accountants and auditors",0.00027258528524644,0.00271512113617377
6355,800,"electricians","accountants and auditors",0.00917124658078614,0.0114870509607352
2630,800,"designers","accountants and auditors",0.00335747483148088,0.0056390977443609
2040,800,"clergy","accountants and auditors",0.000607241190913299,0.00271512113617377
310,800,"food service managers","accountants and auditors",0.00168847193085231,0.0037593984962406
4965,800,"other sales workers","accountants and auditors",0.000710351650194837,0.00271512113617377
1320,800,"aerospace engineers","accountants and auditors",0.000941699123636069,0.00292397660818713
910,800,"credit counselors and loan officers","accountants and auditors",0.00240624336606375,0.0043859649122807
160,800,"transportation, storage, and distribution managers","accountants and auditors",0.00136578649332838,0.00334168755221387
1300,800,"architects","accountants and auditors",0.00133727078113197,0.0031328320802005
1220,800,"operations research analysts","accountants and auditors",0.000749079215790652,0.0025062656641604
4850,800,"wholesale sales representatives","accountants and auditors",0.0199257907374625,0.0215121136173768
7010,800,"computer, automated teller, and office machine repairers","accountants and auditors",0.00145975009537652,0.00292397660818713
50,800,"marketing and sales managers","accountants and auditors",0.00502048481053775,0.00647451963241437
530,800,"purchasing agents","accountants and auditors",0.002324392886802,0.0037593984962406
4810,800,"insurance sales agents","accountants and auditors",0.00298681289380508,0.0043859649122807
7315,800,"heating, air conditioning, and refrigeration mechanics and installers","accountants and auditors",0.00427980478314362,0.0056390977443609
1410,800,"electrical engineers","accountants and auditors",0.00435451317842804,0.0056390977443609
2010,800,"social workers","accountants and auditors",0.0015902283724901,0.00271512113617377
7410,800,"electrical power-line installers and repairers","accountants and auditors",0.00180688653878925,0.00292397660818713
230,800,"education administrators","accountants and auditors",0.00244342820094314,0.00355054302422723
6660,800,"building inspectors","accountants and auditors",0.00130645468355721,0.00229741019214703
350,800,"medical and health services managers","accountants and auditors",0.00131292755875156,0.00229741019214703
1460,800,"mechanical engineers","accountants and auditors",0.00404565050033976,0.0050125313283208
4000,800,"chefs and head cooks","accountants and auditors",0.00164866732269839,0.0025062656641604
5550,800,"mail carriers","accountants and auditors",0.00294468666058144,0.0037593984962406
1550,800,"engineer technicians","accountants and auditors",0.00552611880510125,0.006265664160401
840,800,"financial analysts","accountants and auditors",0.00242457734084105,0.0031328320802005
7140,800,"aircraft mechanics and service technicians","accountants and auditors",0.00186386090132469,0.0025062656641604
7220,800,"heavy vehicle and mobile equipment service technicians and mechanics","accountants and auditors",0.00285943307554741,0.00334168755221387
540,800,"claims adjusters","accountants and auditors",0.00203252576592506,0.0025062656641604
6520,800,"sheet metal workers","accountants and auditors",0.00205215599589592,0.0025062656641604
565,800,"compliance officers","accountants and auditors",0.00207760796186632,0.00229741019214703
2720,800,"athletes and coaches","accountants and auditors",0.00257709037119356,0.00271512113617377
300,800,"architectural and engineering managers","accountants and auditors",0.00263858815396792,0.00271512113617377
4840,800,"services sales representatives","accountants and auditors",0.00916239327510794,0.00918964076858814
1105,800,"network and computer systems administrators","accountants and auditors",0.00499192471689671,0.0050125313283208
5120,800,"bookkeeping, accounting, and auditing clerks","accountants and auditors",0.00255482483444255,0.0025062656641604
6230,800,"carpenters","accountants and auditors",0.00994912444048273,0.00981620718462824
4820,800,"securities, commodities, and financial services sales agents","accountants and auditors",0.00373483551420318,0.0031328320802005
2320,800,"secondary school teachers","accountants and auditors",0.00672730767621942,0.00605680868838764
1050,800,"computer support specialists","accountants and auditors",0.00897848798092625,0.0081453634085213
6320,800,"construction equipment operators","accountants and auditors",0.00552219833848869,0.00459482038429407
1430,800,"industrian engineers","accountants and auditors",0.00344639448234664,0.0025062656641604
6440,800,"pipelayers, plumbers, pipefitters, and steamfitters","accountants and auditors",0.0068054719594942,0.00584795321637427
3740,800,"firefighters","accountants and auditors",0.00475485980385082,0.0037593984962406
3800,800,"bailiffs, correctional officers, and jailers","accountants and auditors",0.00538103205847686,0.00417710944026733
8140,800,"welding, soldering, and brazing workers","accountants and auditors",0.00667098381885815,0.00543024227234754
9000,800,"transportation supervisors","accountants and auditors",0.00501530074079447,0.0037593984962406
7200,800,"automotive service technicians and mechanics","accountants and auditors",0.00996218875273067,0.00856307435254804
3255,800,"registered nurses","accountants and auditors",0.00461355356378324,0.0031328320802005
7000,800,"installation and repair supervisors","accountants and auditors",0.00663080799162091,0.00480367585630743
2340,800,"other teachers and instructors","accountants and auditors",0.00706512401625952,0.0050125313283208
3060,800,"physicians and surgeons","accountants and auditors",0.00632640247861492,0.00396825396825397
8030,800,"machinists","accountants and auditors",0.00590121555863186,0.00334168755221387
5610,800,"shipping, receiving, and traffic clerks","accountants and auditors",0.00754085284239932,0.00355054302422723
9600,800,"industrial truck and tractor operators","accountants and auditors",0.00794877205181236,0.0037593984962406
6260,800,"construction laborers","accountants and auditors",0.0136606115106859,0.00898078529657477
2200,800,"postsecondary teachers","accountants and auditors",0.0129858878576948,0.0081453634085213
5240,800,"customer service representatives","accountants and auditors",0.0143605755252595,0.00730994152046784
7750,800,"miscellaneous assemblers and fabricators","accountants and auditors",0.0132966411853244,0.00522138680033417
3930,800,"security guards","accountants and auditors",0.0137024825506029,0.0050125313283208
4250,800,"grounds maintenance workers","accountants and auditors",0.0144924792392716,0.00396825396825397
7340,800,"general maintenance and repair workers","accountants and auditors",0.020169687698394,0.00730994152046784
20,800,"general and operations managers","accountants and auditors",0.0246171408525508,0.0114870509607352
5620,800,"stock clerks and order fillers","accountants and auditors",0.0196810549672276,0.00543024227234754
9130,800,"truck drivers","accountants and auditors",0.043959900952662,0.0279866332497911
4760,800,"retail salespersons","accountants and auditors",0.0369939956185053,0.0177527151211362
9620,800,"laborers and hand movers","accountants and auditors",0.0324911534704174,0.0093984962406015
430,840,"miscellaneous managers","financial analysts",0.00392016672079882,0.0376344086021505
1020,840,"software developers","financial analysts",0.0148153517128836,0.0403225806451613
120,840,"financial managers","financial analysts",0.00424293711708819,0.0295698924731183
50,840,"marketing and sales managers","financial analysts",0.00502048481053775,0.0295698924731183
9130,840,"truck drivers","financial analysts",0.043959900952662,0.043010752688172
430,850,"miscellaneous managers","personal financial advisors",0.00392016672079882,0.0790697674418605
120,850,"financial managers","personal financial advisors",0.00424293711708819,0.0395348837209302
850,850,"personal financial advisors","personal financial advisors",0.0019448136073636,0.0372093023255814
10,850,"chief executives and legislators","personal financial advisors",0.00273065936291799,0.0255813953488372
9130,850,"truck drivers","personal financial advisors",0.043959900952662,0.0325581395348837
430,860,"miscellaneous managers","insurance underwriters",0.00392016672079882,0.0512048192771084
430,910,"miscellaneous managers","credit counselors and loan officers",0.00392016672079882,0.0452674897119342
205,910,"farmers, ranchers, and other agricultural managers","credit counselors and loan officers",5.27120002940588e-05,0.0178326474622771
910,910,"credit counselors and loan officers","credit counselors and loan officers",0.00240624336606375,0.0178326474622771
4710,910,"non-retail sales supervisors","credit counselors and loan officers",0.00280105641786677,0.0178326474622771
120,910,"financial managers","credit counselors and loan officers",0.00424293711708819,0.0192043895747599
7700,910,"production supervisors","credit counselors and loan officers",0.0077811311305417,0.0205761316872428
220,910,"construction managers","credit counselors and loan officers",0.00354392365795544,0.0150891632373114
50,910,"marketing and sales managers","credit counselors and loan officers",0.00502048481053775,0.0150891632373114
4700,910,"retail sales supervisors","credit counselors and loan officers",0.0105969575346767,0.0205761316872428
9130,910,"truck drivers","credit counselors and loan officers",0.043959900952662,0.0521262002743484
6230,910,"carpenters","credit counselors and loan officers",0.00994912444048273,0.0150891632373114
6260,910,"construction laborers","credit counselors and loan officers",0.0136606115106859,0.0150891632373114
1006,1006,"computer systems analysts","computer systems analysts",0.0058057631176215,0.0630517023959647
430,1006,"miscellaneous managers","computer systems analysts",0.00392016672079882,0.0504413619167718
1020,1006,"software developers","computer systems analysts",0.0148153517128836,0.0403530895334174
1107,1006,"other computer occupations","computer systems analysts",0.00268018101733018,0.0189155107187894
4710,1006,"non-retail sales supervisors","computer systems analysts",0.00280105641786677,0.0189155107187894
1530,1006,"miscellaneous engineers","computer systems analysts",0.00171815535055802,0.0176544766708701
110,1006,"computer and information systems managers","computer systems analysts",0.00393774367493483,0.0189155107187894
10,1006,"chief executives and legislators","computer systems analysts",0.00273065936291799,0.0151324085750315
4700,1006,"retail sales supervisors","computer systems analysts",0.0105969575346767,0.0226986128625473
1010,1006,"computer programmers","computer systems analysts",0.00362409049541406,0.0151324085750315
800,1006,"accountants and auditors","computer systems analysts",0.00783720407423564,0.0163934426229508
710,1006,"management analysts","computer systems analysts",0.0058695780873211,0.0138713745271122
1050,1006,"computer support specialists","computer systems analysts",0.00897848798092625,0.0151324085750315
4850,1006,"wholesale sales representatives","computer systems analysts",0.0199257907374625,0.0176544766708701
9130,1006,"truck drivers","computer systems analysts",0.043959900952662,0.0264817150063052
4760,1006,"retail salespersons","computer systems analysts",0.0369939956185053,0.0138713745271122
1010,1010,"computer programmers","computer programmers",0.00362409049541406,0.104408352668213
430,1010,"miscellaneous managers","computer programmers",0.00392016672079882,0.0672853828306264
1020,1010,"software developers","computer programmers",0.0148153517128836,0.0556844547563805
1530,1010,"miscellaneous engineers","computer programmers",0.00171815535055802,0.0278422273781903
2200,1010,"postsecondary teachers","computer programmers",0.0129858878576948,0.0301624129930394
1020,1020,"software developers","software developers",0.0148153517128836,0.276233183856502
430,1020,"miscellaneous managers","software developers",0.00392016672079882,0.0753363228699552
110,1020,"computer and information systems managers","software developers",0.00393774367493483,0.0394618834080717
1530,1020,"miscellaneous engineers","software developers",0.00171815535055802,0.02152466367713
1006,1020,"computer systems analysts","software developers",0.0058057631176215,0.0242152466367713
1010,1020,"computer programmers","software developers",0.00362409049541406,0.020627802690583
10,1020,"chief executives and legislators","software developers",0.00273065936291799,0.0116591928251121
4710,1020,"non-retail sales supervisors","software developers",0.00280105641786677,0.00986547085201794
800,1020,"accountants and auditors","software developers",0.00783720407423564,0.0143497757847534
1410,1020,"electrical engineers","software developers",0.00435451317842804,0.00986547085201794
1050,1020,"computer support specialists","software developers",0.00897848798092625,0.0134529147982063
710,1020,"management analysts","software developers",0.0058695780873211,0.00986547085201794
4700,1020,"retail sales supervisors","software developers",0.0105969575346767,0.010762331838565
2200,1020,"postsecondary teachers","software developers",0.0129858878576948,0.0116591928251121
9130,1020,"truck drivers","software developers",0.043959900952662,0.0116591928251121
1030,1030,"web developers","web developers",0.00132328016473251,0.0710382513661202
430,1030,"miscellaneous managers","web developers",0.00392016672079882,0.0601092896174863
430,1050,"miscellaneous managers","computer support specialists",0.00392016672079882,0.0483870967741935
4710,1050,"non-retail sales supervisors","computer support specialists",0.00280105641786677,0.0262096774193548
1050,1050,"computer support specialists","computer support specialists",0.00897848798092625,0.032258064516129
1020,1050,"software developers","computer support specialists",0.0148153517128836,0.0362903225806452
4700,1050,"retail sales supervisors","computer support specialists",0.0105969575346767,0.030241935483871
9130,1050,"truck drivers","computer support specialists",0.043959900952662,0.0403225806451613
430,1060,"miscellaneous managers","database administrators",0.00392016672079882,0.0740740740740741
1020,1060,"software developers","database administrators",0.0148153517128836,0.0582010582010582
1107,1107,"other computer occupations","other computer occupations",0.00268018101733018,0.0838323353293413
430,1107,"miscellaneous managers","other computer occupations",0.00392016672079882,0.0598802395209581
110,1107,"computer and information systems managers","other computer occupations",0.00393774367493483,0.0279441117764471
1020,1107,"software developers","other computer occupations",0.0148153517128836,0.0259481037924152
9130,1107,"truck drivers","other computer occupations",0.043959900952662,0.0279441117764471
430,1220,"miscellaneous managers","operations research analysts",0.00392016672079882,0.0701107011070111
1300,1300,"architects","architects",0.00133727078113197,0.132275132275132
430,1300,"miscellaneous managers","architects",0.00392016672079882,0.0634920634920635
1530,1360,"miscellaneous engineers","civil engineers",0.00171815535055802,0.0994475138121547
430,1360,"miscellaneous managers","civil engineers",0.00392016672079882,0.0994475138121547
1360,1360,"civil engineers","civil engineers",0.00381258070983651,0.0662983425414365
1410,1410,"electrical engineers","electrical engineers",0.00435451317842804,0.19047619047619
1020,1430,"software developers","industrian engineers",0.0148153517128836,0.0902777777777778
430,1430,"miscellaneous managers","industrian engineers",0.00392016672079882,0.0763888888888889
1460,1460,"mechanical engineers","mechanical engineers",0.00404565050033976,0.182926829268293
1530,1530,"miscellaneous engineers","miscellaneous engineers",0.00171815535055802,0.148148148148148
430,1530,"miscellaneous managers","miscellaneous engineers",0.00392016672079882,0.0524691358024691
1020,1530,"software developers","miscellaneous engineers",0.0148153517128836,0.058641975308642
1550,1550,"engineer technicians","engineer technicians",0.00552611880510125,0.0512820512820513
1020,1610,"software developers","biological scientists",0.0148153517128836,0.0670731707317073
1650,1650,"other life scientists","other life scientists",0.000785629237506651,0.105769230769231
430,1650,"miscellaneous managers","other life scientists",0.00392016672079882,0.0737179487179487
2200,1650,"postsecondary teachers","other life scientists",0.0129858878576948,0.0705128205128205
1020,1650,"software developers","other life scientists",0.0148153517128836,0.0608974358974359
3060,1650,"physicians and surgeons","other life scientists",0.00632640247861492,0.0480769230769231
1760,1650,"other physical scientists","other life scientists",0.000196263941459987,0.0352564102564103
1760,1760,"other physical scientists","other physical scientists",0.000196263941459987,0.13960113960114
2200,1760,"postsecondary teachers","other physical scientists",0.0129858878576948,0.0797720797720798
1020,1760,"software developers","other physical scientists",0.0148153517128836,0.0598290598290598
1650,1760,"other life scientists","other physical scientists",0.000785629237506651,0.0398860398860399
430,1760,"miscellaneous managers","other physical scientists",0.00392016672079882,0.0398860398860399
1820,1820,"psychologists","psychologists",0.000560157708829478,0.0541666666666667
430,1820,"miscellaneous managers","psychologists",0.00392016672079882,0.04375
2310,1820,"elementary and middle school teachers","psychologists",0.00620175275322273,0.0458333333333333
110,1820,"computer and information systems managers","psychologists",0.00393774367493483,0.0395833333333333
2200,1820,"postsecondary teachers","psychologists",0.0129858878576948,0.0375
2100,1820,"layers and judges","psychologists",0.00681569094562577,0.03125
3060,1820,"physicians and surgeons","psychologists",0.00632640247861492,0.0270833333333333
1020,1820,"software developers","psychologists",0.0148153517128836,0.0333333333333333
2310,2000,"elementary and middle school teachers","counselors",0.00620175275322273,0.0441767068273092
430,2000,"miscellaneous managers","counselors",0.00392016672079882,0.0413080895008606
230,2000,"education administrators","counselors",0.00244342820094314,0.0195065978198508
4710,2000,"non-retail sales supervisors","counselors",0.00280105641786677,0.0177854274239816
2000,2000,"counselors","counselors",0.00285059672992127,0.0154905335628227
2040,2000,"clergy","counselors",0.000607241190913299,0.0120481927710843
2320,2000,"secondary school teachers","counselors",0.00672730767621942,0.0177854274239816
10,2000,"chief executives and legislators","counselors",0.00273065936291799,0.0126219162363741
1530,2000,"miscellaneous engineers","counselors",0.00171815535055802,0.0109007458405049
4700,2000,"retail sales supervisors","counselors",0.0105969575346767,0.0189328743545611
205,2000,"farmers, ranchers, and other agricultural managers","counselors",5.27120002940588e-05,0.00745840504876649
2200,2000,"postsecondary teachers","counselors",0.0129858878576948,0.0200803212851406
2010,2000,"social workers","counselors",0.0015902283724901,0.00860585197934595
50,2000,"marketing and sales managers","counselors",0.00502048481053775,0.0114744693057946
120,2000,"financial managers","counselors",0.00424293711708819,0.0103270223752151
2100,2000,"layers and judges","counselors",0.00681569094562577,0.0126219162363741
220,2000,"construction managers","counselors",0.00354392365795544,0.00917957544463568
3850,2000,"police officers","counselors",0.00895286847500237,0.0143430866322433
110,2000,"computer and information systems managers","counselors",0.00393774367493483,0.00860585197934595
910,2000,"credit counselors and loan officers","counselors",0.00240624336606375,0.00688468158347676
710,2000,"management analysts","counselors",0.0058695780873211,0.0103270223752151
7700,2000,"production supervisors","counselors",0.0077811311305417,0.0120481927710843
630,2000,"human resources workers","counselors",0.00235580512228126,0.00631095811818703
3740,2000,"firefighters","counselors",0.00475485980385082,0.00860585197934595
1107,2000,"other computer occupations","counselors",0.00268018101733018,0.00631095811818703
2630,2000,"designers","counselors",0.00335747483148088,0.00631095811818703
6230,2000,"carpenters","counselors",0.00994912444048273,0.0120481927710843
800,2000,"accountants and auditors","counselors",0.00783720407423564,0.00975329890992542
6320,2000,"construction equipment operators","counselors",0.00552219833848869,0.00688468158347676
1006,2000,"computer systems analysts","counselors",0.0058057631176215,0.00688468158347676
6200,2000,"construction supervisors","counselors",0.00793287445984017,0.00860585197934595
3060,2000,"physicians and surgeons","counselors",0.00632640247861492,0.00688468158347676
5000,2000,"office and administrative support supervisors","counselors",0.0071573107754708,0.00688468158347676
7000,2000,"installation and repair supervisors","counselors",0.00663080799162091,0.00631095811818703
4840,2000,"services sales representatives","counselors",0.00916239327510794,0.00803212851405622
6355,2000,"electricians","counselors",0.00917124658078614,0.00803212851405622
4850,2000,"wholesale sales representatives","counselors",0.0199257907374625,0.0177854274239816
1020,2000,"software developers","counselors",0.0148153517128836,0.0126219162363741
6260,2000,"construction laborers","counselors",0.0136606115106859,0.00745840504876649
5240,2000,"customer service representatives","counselors",0.0143605755252595,0.00803212851405622
7340,2000,"general maintenance and repair workers","counselors",0.020169687698394,0.00745840504876649
20,2000,"general and operations managers","counselors",0.0246171408525508,0.0114744693057946
9130,2000,"truck drivers","counselors",0.043959900952662,0.0252438324727481
4760,2000,"retail salespersons","counselors",0.0369939956185053,0.0131956397016638
9620,2000,"laborers and hand movers","counselors",0.0324911534704174,0.00745840504876649
430,2010,"miscellaneous managers","social workers",0.00392016672079882,0.0374449339207048
2010,2010,"social workers","social workers",0.0015902283724901,0.020704845814978
2310,2010,"elementary and middle school teachers","social workers",0.00620175275322273,0.0233480176211454
4700,2010,"retail sales supervisors","social workers",0.0105969575346767,0.0246696035242291
3850,2010,"police officers","social workers",0.00895286847500237,0.0198237885462555
2040,2010,"clergy","social workers",0.000607241190913299,0.0092511013215859
205,2010,"farmers, ranchers, and other agricultural managers","social workers",5.27120002940588e-05,0.00837004405286344
3800,2010,"bailiffs, correctional officers, and jailers","social workers",0.00538103205847686,0.0136563876651982
8965,2010,"miscellaneous production workers","social workers",0.00285662674170026,0.0092511013215859
220,2010,"construction managers","social workers",0.00354392365795544,0.00969162995594714
4710,2010,"non-retail sales supervisors","social workers",0.00280105641786677,0.00881057268722467
7700,2010,"production supervisors","social workers",0.0077811311305417,0.0136563876651982
10,2010,"chief executives and legislators","social workers",0.00273065936291799,0.00837004405286344
420,2010,"social and community service managers","social workers",0.000618883711881431,0.00616740088105727
2100,2010,"layers and judges","social workers",0.00681569094562577,0.0118942731277533
120,2010,"financial managers","social workers",0.00424293711708819,0.0092511013215859
1820,2010,"psychologists","social workers",0.000560157708829478,0.0052863436123348
230,2010,"education administrators","social workers",0.00244342820094314,0.00704845814977974
6230,2010,"carpenters","social workers",0.00994912444048273,0.0145374449339207
2015,2010,"probation officers","social workers",0.000621747583101442,0.00484581497797357
1530,2010,"miscellaneous engineers","social workers",0.00171815535055802,0.00572687224669604
140,2010,"industrial production managers","social workers",0.00219357873725565,0.00616740088105727
50,2010,"marketing and sales managers","social workers",0.00502048481053775,0.00881057268722467
3740,2010,"firefighters","social workers",0.00475485980385082,0.00837004405286344
350,2010,"medical and health services managers","social workers",0.00131292755875156,0.00484581497797357
1107,2010,"other computer occupations","social workers",0.00268018101733018,0.00616740088105727
160,2010,"transportation, storage, and distribution managers","social workers",0.00136578649332838,0.00484581497797357
2320,2010,"secondary school teachers","social workers",0.00672730767621942,0.00969162995594714
7315,2010,"heating, air conditioning, and refrigeration mechanics and installers","social workers",0.00427980478314362,0.00704845814977974
800,2010,"accountants and auditors","social workers",0.00783720407423564,0.0105726872246696
6200,2010,"construction supervisors","social workers",0.00793287445984017,0.0105726872246696
3255,2010,"registered nurses","social workers",0.00461355356378324,0.00704845814977974
4810,2010,"insurance sales agents","social workers",0.00298681289380508,0.0052863436123348
6355,2010,"electricians","social workers",0.00917124658078614,0.0110132158590308
8140,2010,"welding, soldering, and brazing workers","social workers",0.00667098381885815,0.00837004405286344
1050,2010,"computer support specialists","social workers",0.00897848798092625,0.0105726872246696
2630,2010,"designers","social workers",0.00335747483148088,0.00484581497797357
110,2010,"computer and information systems managers","social workers",0.00393774367493483,0.0052863436123348
8740,2010,"inspectors, testers, sorters, samplers, and weighers","social workers",0.00505450651645619,0.00616740088105727
6260,2010,"construction laborers","social workers",0.0136606115106859,0.0145374449339207
5000,2010,"office and administrative support supervisors","social workers",0.0071573107754708,0.0079295154185022
1550,2010,"engineer technicians","social workers",0.00552611880510125,0.00616740088105727
6320,2010,"construction equipment operators","social workers",0.00552219833848869,0.0052863436123348
7200,2010,"automotive service technicians and mechanics","social workers",0.00996218875273067,0.00969162995594714
1006,2010,"computer systems analysts","social workers",0.0058057631176215,0.0052863436123348
710,2010,"management analysts","social workers",0.0058695780873211,0.0052863436123348
5610,2010,"shipping, receiving, and traffic clerks","social workers",0.00754085284239932,0.0066079295154185
8030,2010,"machinists","social workers",0.00590121555863186,0.00484581497797357
6440,2010,"pipelayers, plumbers, pipefitters, and steamfitters","social workers",0.0068054719594942,0.0052863436123348
2340,2010,"other teachers and instructors","social workers",0.00706512401625952,0.0052863436123348
2200,2010,"postsecondary teachers","social workers",0.0129858878576948,0.0110132158590308
4840,2010,"services sales representatives","social workers",0.00916239327510794,0.00704845814977974
1020,2010,"software developers","social workers",0.0148153517128836,0.00969162995594714
4850,2010,"wholesale sales representatives","social workers",0.0199257907374625,0.0145374449339207
3930,2010,"security guards","social workers",0.0137024825506029,0.00748898678414097
5240,2010,"customer service representatives","social workers",0.0143605755252595,0.00748898678414097
4250,2010,"grounds maintenance workers","social workers",0.0144924792392716,0.00704845814977974
9130,2010,"truck drivers","social workers",0.043959900952662,0.0348017621145374
7340,2010,"general maintenance and repair workers","social workers",0.020169687698394,0.0079295154185022
20,2010,"general and operations managers","social workers",0.0246171408525508,0.0101321585903084
9620,2010,"laborers and hand movers","social workers",0.0324911534704174,0.0136563876651982
4760,2010,"retail salespersons","social workers",0.0369939956185053,0.0118942731277533
9130,2016,"truck drivers","social and human service assistants",0.043959900952662,0.062015503875969
2040,2040,"clergy","clergy",0.000607241190913299,0.237354085603113
430,2040,"miscellaneous managers","clergy",0.00392016672079882,0.0466926070038911
2040,2060,"clergy","religious workers",0.000607241190913299,0.148148148148148
2100,2100,"layers and judges","layers and judges",0.00681569094562577,0.241714285714286
430,2100,"miscellaneous managers","layers and judges",0.00392016672079882,0.0617142857142857
3060,2100,"physicians and surgeons","layers and judges",0.00632640247861492,0.0262857142857143
10,2100,"chief executives and legislators","layers and judges",0.00273065936291799,0.0188571428571429
710,2100,"management analysts","layers and judges",0.0058695780873211,0.0171428571428571
4710,2100,"non-retail sales supervisors","layers and judges",0.00280105641786677,0.0125714285714286
2310,2100,"elementary and middle school teachers","layers and judges",0.00620175275322273,0.0148571428571429
110,2100,"computer and information systems managers","layers and judges",0.00393774367493483,0.0125714285714286
120,2100,"financial managers","layers and judges",0.00424293711708819,0.0125714285714286
2200,2100,"postsecondary teachers","layers and judges",0.0129858878576948,0.0211428571428571
800,2100,"accountants and auditors","layers and judges",0.00783720407423564,0.0154285714285714
1530,2100,"miscellaneous engineers","layers and judges",0.00171815535055802,0.00914285714285714
850,2100,"personal financial advisors","layers and judges",0.0019448136073636,0.00914285714285714
3850,2100,"police officers","layers and judges",0.00895286847500237,0.016
4920,2100,"real estate agents","layers and judges",0.00134375839730615,0.008
1020,2100,"software developers","layers and judges",0.0148153517128836,0.0211428571428571
410,2100,"property, real estate, and community association managers","layers and judges",0.00135736384616827,0.00742857142857143
4810,2100,"insurance sales agents","layers and judges",0.00298681289380508,0.00857142857142857
5000,2100,"office and administrative support supervisors","layers and judges",0.0071573107754708,0.0125714285714286
230,2100,"education administrators","layers and judges",0.00244342820094314,0.00685714285714286
1107,2100,"other computer occupations","layers and judges",0.00268018101733018,0.00685714285714286
1010,2100,"computer programmers","layers and judges",0.00362409049541406,0.00742857142857143
2630,2100,"designers","layers and judges",0.00335747483148088,0.00685714285714286
220,2100,"construction managers","layers and judges",0.00354392365795544,0.00685714285714286
1360,2100,"civil engineers","layers and judges",0.00381258070983651,0.00685714285714286
50,2100,"marketing and sales managers","layers and judges",0.00502048481053775,0.00742857142857143
4840,2100,"services sales representatives","layers and judges",0.00916239327510794,0.0108571428571429
1006,2100,"computer systems analysts","layers and judges",0.0058057631176215,0.00742857142857143
2320,2100,"secondary school teachers","layers and judges",0.00672730767621942,0.00685714285714286
4700,2100,"retail sales supervisors","layers and judges",0.0105969575346767,0.0102857142857143
5240,2100,"customer service representatives","layers and judges",0.0143605755252595,0.00742857142857143
4850,2100,"wholesale sales representatives","layers and judges",0.0199257907374625,0.0125714285714286
20,2100,"general and operations managers","layers and judges",0.0246171408525508,0.008
4760,2100,"retail salespersons","layers and judges",0.0369939956185053,0.00628571428571429
9130,2100,"truck drivers","layers and judges",0.043959900952662,0.00742857142857143
430,2145,"miscellaneous managers","paralegals and legal assistants",0.00392016672079882,0.0581092801387684
2100,2145,"layers and judges","paralegals and legal assistants",0.00681569094562577,0.0294882914137034
220,2145,"construction managers","paralegals and legal assistants",0.00354392365795544,0.0190806591500434
120,2145,"financial managers","paralegals and legal assistants",0.00424293711708819,0.0173460537727667
4700,2145,"retail sales supervisors","paralegals and legal assistants",0.0105969575346767,0.023417172593235
3850,2145,"police officers","paralegals and legal assistants",0.00895286847500237,0.0216825672159584
4710,2145,"non-retail sales supervisors","paralegals and legal assistants",0.00280105641786677,0.0138768430182134
8740,2145,"inspectors, testers, sorters, samplers, and weighers","paralegals and legal assistants",0.00505450651645619,0.0147441457068517
6355,2145,"electricians","paralegals and legal assistants",0.00917124658078614,0.018213356461405
10,2145,"chief executives and legislators","paralegals and legal assistants",0.00273065936291799,0.0112749349522984
7315,2145,"heating, air conditioning, and refrigeration mechanics and installers","paralegals and legal assistants",0.00427980478314362,0.0121422376409367
110,2145,"computer and information systems managers","paralegals and legal assistants",0.00393774367493483,0.01040763226366
50,2145,"marketing and sales managers","paralegals and legal assistants",0.00502048481053775,0.0112749349522984
2310,2145,"elementary and middle school teachers","paralegals and legal assistants",0.00620175275322273,0.0121422376409367
