"OCCP_W","pct_couples","Wife_Occ_Rank","Wife_Occ","OCCP_H","Husband_Occ"
800,0.0113624487251977,19,"Accountants and auditors",0,"Base_Rate"
2200,0.0110461850603908,20,"Postsecondary teachers",0,"Base_Rate"
2310,0.0253788634874884,10,"Elementary and middle school teachers",0,"Base_Rate"
3255,0.0380810326360358,3,"Registered nurses",0,"Base_Rate"
3600,0.0327762790958214,6,"Nursing, psychiatric, and home health aides",0,"Base_Rate"
4720,0.0393768585756063,2,"Cashiers",0,"Base_Rate"
4760,0.0353467239948646,5,"Retail salespersons",0,"Base_Rate"
5000,0.0150922090533428,14,"Office and administrative support supervisors",0,"Base_Rate"
5240,0.0262161493694411,9,"Customer service representatives",0,"Base_Rate"
5700,0.0539558910698879,1,"Secretaries and administrative assistants",0,"Base_Rate"
5860,0.0375910531699237,4,"General office clerks",0,"Base_Rate"
2310,0.0812182741116751,10,"Elementary and middle school teachers",10,"Chief executives and legislators"
800,0.0351704133430022,19,"Accountants and auditors",10,"Chief executives and legislators"
5700,0.07070340826686,1,"Secretaries and administrative assistants",10,"Chief executives and legislators"
5000,0.0210297316896302,14,"Office and administrative support supervisors",10,"Chief executives and legislators"
2200,0.0137781000725163,20,"Postsecondary teachers",10,"Chief executives and legislators"
3255,0.0387962291515591,3,"Registered nurses",10,"Chief executives and legislators"
5240,0.0116026105873822,9,"Customer service representatives",10,"Chief executives and legislators"
5860,0.0105148658448151,4,"General office clerks",10,"Chief executives and legislators"
4760,0.00797679477882524,5,"Retail salespersons",10,"Chief executives and legislators"
4720,0.00398839738941262,2,"Cashiers",10,"Chief executives and legislators"
2310,0.0785484611851171,10,"Elementary and middle school teachers",20,"General and operations managers"
800,0.0252641249425815,19,"Accountants and auditors",20,"General and operations managers"
3255,0.0509875976113918,3,"Registered nurses",20,"General and operations managers"
5700,0.0583371612310519,1,"Secretaries and administrative assistants",20,"General and operations managers"
5000,0.0174552135966927,14,"Office and administrative support supervisors",20,"General and operations managers"
2200,0.0119430408819476,20,"Postsecondary teachers",20,"General and operations managers"
5240,0.0197519522278365,9,"Customer service representatives",20,"General and operations managers"
3600,0.0101056499770326,6,"Nursing, psychiatric, and home health aides",20,"General and operations managers"
4760,0.0105649977032614,5,"Retail salespersons",20,"General and operations managers"
5860,0.00964630225080386,4,"General office clerks",20,"General and operations managers"
4720,0.00780891134588884,2,"Cashiers",20,"General and operations managers"
2310,0.0914826498422713,10,"Elementary and middle school teachers",50,"Marketing and sales managers"
800,0.0195583596214511,19,"Accountants and auditors",50,"Marketing and sales managers"
3255,0.0460567823343849,3,"Registered nurses",50,"Marketing and sales managers"
5000,0.0157728706624606,14,"Office and administrative support supervisors",50,"Marketing and sales managers"
2200,0.00883280757097792,20,"Postsecondary teachers",50,"Marketing and sales managers"
5240,0.016403785488959,9,"Customer service representatives",50,"Marketing and sales managers"
5700,0.0435331230283912,1,"Secretaries and administrative assistants",50,"Marketing and sales managers"
4760,0.0100946372239748,5,"Retail salespersons",50,"Marketing and sales managers"
5860,0.00946372239747634,4,"General office clerks",50,"Marketing and sales managers"
2310,0.073972602739726,10,"Elementary and middle school teachers",100,"Administrative services managers"
5240,0.0438356164383562,9,"Customer service representatives",100,"Administrative services managers"
5700,0.0684931506849315,1,"Secretaries and administrative assistants",100,"Administrative services managers"
3255,0.0465753424657534,3,"Registered nurses",100,"Administrative services managers"
2310,0.0729559748427673,10,"Elementary and middle school teachers",110,"Computer and information systems managers"
800,0.0358490566037736,19,"Accountants and auditors",110,"Computer and information systems managers"
2200,0.0182389937106918,20,"Postsecondary teachers",110,"Computer and information systems managers"
3255,0.0433962264150943,3,"Registered nurses",110,"Computer and information systems managers"
5000,0.0150943396226415,14,"Office and administrative support supervisors",110,"Computer and information systems managers"
5700,0.0421383647798742,1,"Secretaries and administrative assistants",110,"Computer and information systems managers"
5240,0.0132075471698113,9,"Customer service representatives",110,"Computer and information systems managers"
5860,0.00943396226415094,4,"General office clerks",110,"Computer and information systems managers"
2310,0.100164203612479,10,"Elementary and middle school teachers",120,"Financial managers"
800,0.0426929392446634,19,"Accountants and auditors",120,"Financial managers"
3255,0.0541871921182266,3,"Registered nurses",120,"Financial managers"
2200,0.0147783251231527,20,"Postsecondary teachers",120,"Financial managers"
5000,0.0175150519978106,14,"Office and administrative support supervisors",120,"Financial managers"
5240,0.0136836343732895,9,"Customer service representatives",120,"Financial managers"
5700,0.0399562123700055,1,"Secretaries and administrative assistants",120,"Financial managers"
4760,0.00821018062397373,5,"Retail salespersons",120,"Financial managers"
5860,0.00875752599890531,4,"General office clerks",120,"Financial managers"
2310,0.104347826086957,10,"Elementary and middle school teachers",136,"Human resources managers"
800,0.031304347826087,19,"Accountants and auditors",136,"Human resources managers"
3255,0.048695652173913,3,"Registered nurses",136,"Human resources managers"
5700,0.0591304347826087,1,"Secretaries and administrative assistants",136,"Human resources managers"
2310,0.0584329349269588,10,"Elementary and middle school teachers",140,"Industrial production managers"
800,0.0358565737051793,19,"Accountants and auditors",140,"Industrial production managers"
5700,0.0743691899070385,1,"Secretaries and administrative assistants",140,"Industrial production managers"
3255,0.0451527224435591,3,"Registered nurses",140,"Industrial production managers"
5000,0.0172642762284197,14,"Office and administrative support supervisors",140,"Industrial production managers"
5240,0.0199203187250996,9,"Customer service representatives",140,"Industrial production managers"
2310,0.117924528301887,10,"Elementary and middle school teachers",150,"Purchasing managers"
5700,0.0589622641509434,1,"Secretaries and administrative assistants",150,"Purchasing managers"
3255,0.0330188679245283,3,"Registered nurses",150,"Purchasing managers"
2310,0.0606508875739645,10,"Elementary and middle school teachers",160,"Transportation, storage, and distribution managers"
5700,0.0695266272189349,1,"Secretaries and administrative assistants",160,"Transportation, storage, and distribution managers"
800,0.0236686390532544,19,"Accountants and auditors",160,"Transportation, storage, and distribution managers"
3255,0.0428994082840237,3,"Registered nurses",160,"Transportation, storage, and distribution managers"
5000,0.0177514792899408,14,"Office and administrative support supervisors",160,"Transportation, storage, and distribution managers"
5240,0.0251479289940828,9,"Customer service representatives",160,"Transportation, storage, and distribution managers"
3600,0.0162721893491124,6,"Nursing, psychiatric, and home health aides",160,"Transportation, storage, and distribution managers"
5860,0.0192307692307692,4,"General office clerks",160,"Transportation, storage, and distribution managers"
2310,0.101970443349754,10,"Elementary and middle school teachers",205,"Farmers, ranchers, and other agricultural managers"
5700,0.0901477832512315,1,"Secretaries and administrative assistants",205,"Farmers, ranchers, and other agricultural managers"
3255,0.0650246305418719,3,"Registered nurses",205,"Farmers, ranchers, and other agricultural managers"
800,0.0246305418719212,19,"Accountants and auditors",205,"Farmers, ranchers, and other agricultural managers"
2200,0.0113300492610837,20,"Postsecondary teachers",205,"Farmers, ranchers, and other agricultural managers"
5000,0.012807881773399,14,"Office and administrative support supervisors",205,"Farmers, ranchers, and other agricultural managers"
5240,0.0123152709359606,9,"Customer service representatives",205,"Farmers, ranchers, and other agricultural managers"
3600,0.0113300492610837,6,"Nursing, psychiatric, and home health aides",205,"Farmers, ranchers, and other agricultural managers"
5860,0.0133004926108374,4,"General office clerks",205,"Farmers, ranchers, and other agricultural managers"
4760,0.00985221674876847,5,"Retail salespersons",205,"Farmers, ranchers, and other agricultural managers"
2310,0.0764192139737991,10,"Elementary and middle school teachers",220,"Construction managers"
5700,0.0802401746724891,1,"Secretaries and administrative assistants",220,"Construction managers"
800,0.0300218340611354,19,"Accountants and auditors",220,"Construction managers"
3255,0.0529475982532751,3,"Registered nurses",220,"Construction managers"
5000,0.0180131004366812,14,"Office and administrative support supervisors",220,"Construction managers"
5240,0.0131004366812227,9,"Customer service representatives",220,"Construction managers"
5860,0.0174672489082969,4,"General office clerks",220,"Construction managers"
3600,0.00764192139737991,6,"Nursing, psychiatric, and home health aides",220,"Construction managers"
4720,0.00818777292576419,2,"Cashiers",220,"Construction managers"
2310,0.211721611721612,10,"Elementary and middle school teachers",230,"Education administrators"
2200,0.0315018315018315,20,"Postsecondary teachers",230,"Education administrators"
3255,0.0446886446886447,3,"Registered nurses",230,"Education administrators"
800,0.0124542124542125,19,"Accountants and auditors",230,"Education administrators"
5000,0.0131868131868132,14,"Office and administrative support supervisors",230,"Education administrators"
5700,0.0468864468864469,1,"Secretaries and administrative assistants",230,"Education administrators"
5240,0.00952380952380952,9,"Customer service representatives",230,"Education administrators"
5860,0.0102564102564103,4,"General office clerks",230,"Education administrators"
2310,0.104761904761905,10,"Elementary and middle school teachers",300,"Architectural and engineering managers"
800,0.0247619047619048,19,"Accountants and auditors",300,"Architectural and engineering managers"
3255,0.0438095238095238,3,"Registered nurses",300,"Architectural and engineering managers"
5700,0.0438095238095238,1,"Secretaries and administrative assistants",300,"Architectural and engineering managers"
2310,0.0739673390970221,10,"Elementary and middle school teachers",310,"Food service managers"
800,0.0172910662824208,19,"Accountants and auditors",310,"Food service managers"
3255,0.037463976945245,3,"Registered nurses",310,"Food service managers"
5000,0.0115273775216138,14,"Office and administrative support supervisors",310,"Food service managers"
4720,0.0307396733909702,2,"Cashiers",310,"Food service managers"
5240,0.0134486071085495,9,"Customer service representatives",310,"Food service managers"
5700,0.0365033621517771,1,"Secretaries and administrative assistants",310,"Food service managers"
4760,0.0163304514889529,5,"Retail salespersons",310,"Food service managers"
5860,0.0124879923150817,4,"General office clerks",310,"Food service managers"
3255,0.100740740740741,3,"Registered nurses",350,"Medical and health services managers"
2310,0.0637037037037037,10,"Elementary and middle school teachers",350,"Medical and health services managers"
2200,0.0207407407407407,20,"Postsecondary teachers",350,"Medical and health services managers"
5000,0.0207407407407407,14,"Office and administrative support supervisors",350,"Medical and health services managers"
800,0.0162962962962963,19,"Accountants and auditors",350,"Medical and health services managers"
5700,0.0459259259259259,1,"Secretaries and administrative assistants",350,"Medical and health services managers"
2310,0.0869565217391304,10,"Elementary and middle school teachers",410,"Property, real estate, and community association managers"
800,0.0304347826086957,19,"Accountants and auditors",410,"Property, real estate, and community association managers"
3255,0.0478260869565217,3,"Registered nurses",410,"Property, real estate, and community association managers"
5700,0.0594202898550725,1,"Secretaries and administrative assistants",410,"Property, real estate, and community association managers"
4760,0.0188405797101449,5,"Retail salespersons",410,"Property, real estate, and community association managers"
2310,0.0835443037974684,10,"Elementary and middle school teachers",420,"Social and community service managers"
3255,0.0379746835443038,3,"Registered nurses",420,"Social and community service managers"
2310,0.0824897695455524,10,"Elementary and middle school teachers",430,"Miscellaneous managers"
800,0.0248761576566875,19,"Accountants and auditors",430,"Miscellaneous managers"
3255,0.0440447986215809,3,"Registered nurses",430,"Miscellaneous managers"
5700,0.0573982339004954,1,"Secretaries and administrative assistants",430,"Miscellaneous managers"
5000,0.0181994400172302,14,"Office and administrative support supervisors",430,"Miscellaneous managers"
2200,0.0105535214301098,20,"Postsecondary teachers",430,"Miscellaneous managers"
5240,0.0173379280637519,9,"Customer service representatives",430,"Miscellaneous managers"
5860,0.0135688132672841,4,"General office clerks",430,"Miscellaneous managers"
3600,0.00689209562782684,6,"Nursing, psychiatric, and home health aides",430,"Miscellaneous managers"
4760,0.00667671763945725,5,"Retail salespersons",430,"Miscellaneous managers"
4720,0.00366142580228301,2,"Cashiers",430,"Miscellaneous managers"
2310,0.0669642857142857,10,"Elementary and middle school teachers",520,"Wholesale and retail buyers"
5700,0.0803571428571429,1,"Secretaries and administrative assistants",520,"Wholesale and retail buyers"
3255,0.0535714285714286,3,"Registered nurses",520,"Wholesale and retail buyers"
2310,0.0652591170825336,10,"Elementary and middle school teachers",530,"Purchasing agents"
800,0.0345489443378119,19,"Accountants and auditors",530,"Purchasing agents"
5700,0.0767754318618042,1,"Secretaries and administrative assistants",530,"Purchasing agents"
3255,0.0479846449136276,3,"Registered nurses",530,"Purchasing agents"
2310,0.105032822757112,10,"Elementary and middle school teachers",540,"Claims adjusters"
800,0.0262582056892779,19,"Accountants and auditors",540,"Claims adjusters"
5700,0.0590809628008753,1,"Secretaries and administrative assistants",540,"Claims adjusters"
3255,0.0350109409190372,3,"Registered nurses",540,"Claims adjusters"
2310,0.103359173126615,10,"Elementary and middle school teachers",565,"Compliance officers"
5700,0.0749354005167959,1,"Secretaries and administrative assistants",565,"Compliance officers"
3255,0.0568475452196382,3,"Registered nurses",565,"Compliance officers"
800,0.0284237726098191,19,"Accountants and auditors",565,"Compliance officers"
2310,0.0755667506297229,10,"Elementary and middle school teachers",600,"Cost estimators"
5700,0.0931989924433249,1,"Secretaries and administrative assistants",600,"Cost estimators"
5240,0.0302267002518892,9,"Customer service representatives",600,"Cost estimators"
3255,0.0302267002518892,3,"Registered nurses",600,"Cost estimators"
2310,0.0860058309037901,10,"Elementary and middle school teachers",630,"Human resources workers"
800,0.0335276967930029,19,"Accountants and auditors",630,"Human resources workers"
5000,0.0233236151603499,14,"Office and administrative support supervisors",630,"Human resources workers"
3255,0.0393586005830904,3,"Registered nurses",630,"Human resources workers"
5700,0.0364431486880466,1,"Secretaries and administrative assistants",630,"Human resources workers"
2310,0.0853080568720379,10,"Elementary and middle school teachers",650,"Training and development specialists"
3255,0.0710900473933649,3,"Registered nurses",650,"Training and development specialists"
2310,0.0550847457627119,10,"Elementary and middle school teachers",700,"Logisticians"
5700,0.0508474576271186,1,"Secretaries and administrative assistants",700,"Logisticians"
2310,0.0720058780308597,10,"Elementary and middle school teachers",710,"Management analysts"
800,0.0293901542983101,19,"Accountants and auditors",710,"Management analysts"
2200,0.0235121234386481,20,"Postsecondary teachers",710,"Management analysts"
5000,0.0139603232916973,14,"Office and administrative support supervisors",710,"Management analysts"
5700,0.0492285084496694,1,"Secretaries and administrative assistants",710,"Management analysts"
3255,0.0330639235855988,3,"Registered nurses",710,"Management analysts"
5240,0.00955180014695077,9,"Customer service representatives",710,"Management analysts"
4760,0.00808229243203527,5,"Retail salespersons",710,"Management analysts"
2310,0.0686813186813187,10,"Elementary and middle school teachers",735,"Market analysts"
3255,0.0412087912087912,3,"Registered nurses",735,"Market analysts"
5700,0.0357142857142857,1,"Secretaries and administrative assistants",735,"Market analysts"
2310,0.0727762803234501,10,"Elementary and middle school teachers",740,"Other business operations specialists"
3255,0.0646900269541779,3,"Registered nurses",740,"Other business operations specialists"
5700,0.0539083557951483,1,"Secretaries and administrative assistants",740,"Other business operations specialists"
2310,0.124016658954188,10,"Elementary and middle school teachers",800,"Accountants and auditors"
800,0.0906987505784359,19,"Accountants and auditors",800,"Accountants and auditors"
3255,0.0578435909301249,3,"Registered nurses",800,"Accountants and auditors"
5000,0.020823692734845,14,"Office and administrative support supervisors",800,"Accountants and auditors"
2200,0.00740397963905599,20,"Postsecondary teachers",800,"Accountants and auditors"
5700,0.044423877834336,1,"Secretaries and administrative assistants",800,"Accountants and auditors"
5240,0.014807959278112,9,"Customer service representatives",800,"Accountants and auditors"
3600,0.00694123091161499,6,"Nursing, psychiatric, and home health aides",800,"Accountants and auditors"
4760,0.00694123091161499,5,"Retail salespersons",800,"Accountants and auditors"
5860,0.00879222582137899,4,"General office clerks",800,"Accountants and auditors"
2310,0.0758928571428571,10,"Elementary and middle school teachers",810,"Appraisers and assessors of real estate"
3255,0.0758928571428571,3,"Registered nurses",810,"Appraisers and assessors of real estate"
5700,0.0535714285714286,1,"Secretaries and administrative assistants",810,"Appraisers and assessors of real estate"
2310,0.072463768115942,10,"Elementary and middle school teachers",840,"Financial analysts"
800,0.0434782608695652,19,"Accountants and auditors",840,"Financial analysts"
3255,0.0463768115942029,3,"Registered nurses",840,"Financial analysts"
5700,0.0434782608695652,1,"Secretaries and administrative assistants",840,"Financial analysts"
2310,0.112965340179718,10,"Elementary and middle school teachers",850,"Personal financial advisors"
800,0.0410783055198973,19,"Accountants and auditors",850,"Personal financial advisors"
2200,0.0205391527599487,20,"Postsecondary teachers",850,"Personal financial advisors"
3255,0.0462130937098845,3,"Registered nurses",850,"Personal financial advisors"
5700,0.0423620025673941,1,"Secretaries and administrative assistants",850,"Personal financial advisors"
5240,0.0141206675224647,9,"Customer service representatives",850,"Personal financial advisors"
2310,0.112903225806452,10,"Elementary and middle school teachers",860,"Insurance underwriters"
2310,0.124,10,"Elementary and middle school teachers",910,"Credit counselors and loan officers"
800,0.042,19,"Accountants and auditors",910,"Credit counselors and loan officers"
2200,0.022,20,"Postsecondary teachers",910,"Credit counselors and loan officers"
5000,0.022,14,"Office and administrative support supervisors",910,"Credit counselors and loan officers"
3255,0.044,3,"Registered nurses",910,"Credit counselors and loan officers"
5700,0.052,1,"Secretaries and administrative assistants",910,"Credit counselors and loan officers"
2310,0.0658362989323843,10,"Elementary and middle school teachers",1006,"Computer systems analysts"
800,0.0409252669039146,19,"Accountants and auditors",1006,"Computer systems analysts"
3255,0.0533807829181495,3,"Registered nurses",1006,"Computer systems analysts"
2200,0.0133451957295374,20,"Postsecondary teachers",1006,"Computer systems analysts"
5000,0.0142348754448399,14,"Office and administrative support supervisors",1006,"Computer systems analysts"
5700,0.0516014234875445,1,"Secretaries and administrative assistants",1006,"Computer systems analysts"
5240,0.0124555160142349,9,"Customer service representatives",1006,"Computer systems analysts"
4760,0.0106761565836299,5,"Retail salespersons",1006,"Computer systems analysts"
2310,0.066925315227934,10,"Elementary and middle school teachers",1010,"Computer programmers"
800,0.0358874878758487,19,"Accountants and auditors",1010,"Computer programmers"
3255,0.0572259941804074,3,"Registered nurses",1010,"Computer programmers"
2200,0.026188166828322,20,"Postsecondary teachers",1010,"Computer programmers"
5000,0.01454898157129,14,"Office and administrative support supervisors",1010,"Computer programmers"
5240,0.0106692531522793,9,"Customer service representatives",1010,"Computer programmers"
5700,0.0368574199806014,1,"Secretaries and administrative assistants",1010,"Computer programmers"
2310,0.0667661320402835,10,"Elementary and middle school teachers",1020,"Software developers"
800,0.0425214472211861,19,"Accountants and auditors",1020,"Software developers"
2200,0.0167847817978366,20,"Postsecondary teachers",1020,"Software developers"
3255,0.0346885490488624,3,"Registered nurses",1020,"Software developers"
5000,0.010443864229765,14,"Office and administrative support supervisors",1020,"Software developers"
5240,0.0123088399850802,9,"Customer service representatives",1020,"Software developers"
5700,0.0283476314807907,1,"Secretaries and administrative assistants",1020,"Software developers"
5860,0.00634091756807161,4,"General office clerks",1020,"Software developers"
2310,0.075,10,"Elementary and middle school teachers",1030,"Web developers"
3255,0.0375,3,"Registered nurses",1030,"Web developers"
2310,0.0746018440905281,10,"Elementary and middle school teachers",1050,"Computer support specialists"
800,0.0326906957250629,19,"Accountants and auditors",1050,"Computer support specialists"
3255,0.0553227158424141,3,"Registered nurses",1050,"Computer support specialists"
5000,0.0184409052808047,14,"Office and administrative support supervisors",1050,"Computer support specialists"
5700,0.0553227158424141,1,"Secretaries and administrative assistants",1050,"Computer support specialists"
2200,0.0117351215423303,20,"Postsecondary teachers",1050,"Computer support specialists"
5240,0.0251466890192791,9,"Customer service representatives",1050,"Computer support specialists"
3600,0.010896898575021,6,"Nursing, psychiatric, and home health aides",1050,"Computer support specialists"
4760,0.010896898575021,5,"Retail salespersons",1050,"Computer support specialists"
5860,0.010896898575021,4,"General office clerks",1050,"Computer support specialists"
2310,0.100418410041841,10,"Elementary and middle school teachers",1060,"Database administrators"
3255,0.0585774058577406,3,"Registered nurses",1060,"Database administrators"
2310,0.0861788617886179,10,"Elementary and middle school teachers",1105,"Network and computer systems administrators"
800,0.0390243902439024,19,"Accountants and auditors",1105,"Network and computer systems administrators"
3255,0.0634146341463415,3,"Registered nurses",1105,"Network and computer systems administrators"
2200,0.024390243902439,20,"Postsecondary teachers",1105,"Network and computer systems administrators"
5700,0.0552845528455285,1,"Secretaries and administrative assistants",1105,"Network and computer systems administrators"
5240,0.0227642276422764,9,"Customer service representatives",1105,"Network and computer systems administrators"
2310,0.0925925925925926,10,"Elementary and middle school teachers",1106,"Computer network architects "
3255,0.0524691358024691,3,"Registered nurses",1106,"Computer network architects "
5700,0.0432098765432099,1,"Secretaries and administrative assistants",1106,"Computer network architects "
2310,0.0820836621941594,10,"Elementary and middle school teachers",1107,"Other computer occupations"
800,0.0434096290449882,19,"Accountants and auditors",1107,"Other computer occupations"
3255,0.0481452249408051,3,"Registered nurses",1107,"Other computer occupations"
5000,0.0165745856353591,14,"Office and administrative support supervisors",1107,"Other computer occupations"
2200,0.00947119179163378,20,"Postsecondary teachers",1107,"Other computer occupations"
5700,0.0473559589581689,1,"Secretaries and administrative assistants",1107,"Other computer occupations"
5240,0.0118389897395422,9,"Customer service representatives",1107,"Other computer occupations"
5860,0.0165745856353591,4,"General office clerks",1107,"Other computer occupations"
2310,0.0992063492063492,10,"Elementary and middle school teachers",1220,"Operations research analysts"
800,0.0476190476190476,19,"Accountants and auditors",1220,"Operations research analysts"
3255,0.0595238095238095,3,"Registered nurses",1220,"Operations research analysts"
2310,0.0724946695095949,10,"Elementary and middle school teachers",1300,"Architects"
800,0.0319829424307036,19,"Accountants and auditors",1300,"Architects"
2200,0.0298507462686567,20,"Postsecondary teachers",1300,"Architects"
3255,0.0447761194029851,3,"Registered nurses",1300,"Architects"
5700,0.0298507462686567,1,"Secretaries and administrative assistants",1300,"Architects"
2310,0.063953488372093,10,"Elementary and middle school teachers",1320,"Aerospace engineers"
800,0.0406976744186047,19,"Accountants and auditors",1320,"Aerospace engineers"
3255,0.061046511627907,3,"Registered nurses",1320,"Aerospace engineers"
5700,0.0348837209302326,1,"Secretaries and administrative assistants",1320,"Aerospace engineers"
2310,0.0869565217391304,10,"Elementary and middle school teachers",1350,"Chemical engineers"
5700,0.0745341614906832,1,"Secretaries and administrative assistants",1350,"Chemical engineers"
2310,0.110854503464203,10,"Elementary and middle school teachers",1360,"Civil engineers"
800,0.0427251732101617,19,"Accountants and auditors",1360,"Civil engineers"
3255,0.0646651270207852,3,"Registered nurses",1360,"Civil engineers"
2200,0.0207852193995381,20,"Postsecondary teachers",1360,"Civil engineers"
5700,0.0334872979214781,1,"Secretaries and administrative assistants",1360,"Civil engineers"
5860,0.0150115473441109,4,"General office clerks",1360,"Civil engineers"
2310,0.0730837789661319,10,"Elementary and middle school teachers",1410,"Electrical engineers"
800,0.0481283422459893,19,"Accountants and auditors",1410,"Electrical engineers"
3255,0.0659536541889483,3,"Registered nurses",1410,"Electrical engineers"
5700,0.0409982174688057,1,"Secretaries and administrative assistants",1410,"Electrical engineers"
2310,0.0690978886756238,10,"Elementary and middle school teachers",1430,"Industrian engineers"
800,0.0230326295585413,19,"Accountants and auditors",1430,"Industrian engineers"
3255,0.0422264875239923,3,"Registered nurses",1430,"Industrian engineers"
5700,0.036468330134357,1,"Secretaries and administrative assistants",1430,"Industrian engineers"
3255,0.0803443328550933,3,"Registered nurses",1460,"Mechanical engineers"
2310,0.0645624103299857,10,"Elementary and middle school teachers",1460,"Mechanical engineers"
800,0.0344332855093257,19,"Accountants and auditors",1460,"Mechanical engineers"
5700,0.0703012912482066,1,"Secretaries and administrative assistants",1460,"Mechanical engineers"
2200,0.0229555236728838,20,"Postsecondary teachers",1460,"Mechanical engineers"
2310,0.0765206017004578,10,"Elementary and middle school teachers",1530,"Miscellaneous engineers"
800,0.039241334205363,19,"Accountants and auditors",1530,"Miscellaneous engineers"
3255,0.0542838456507521,3,"Registered nurses",1530,"Miscellaneous engineers"
2200,0.0228907782864617,20,"Postsecondary teachers",1530,"Miscellaneous engineers"
5000,0.013734466971877,14,"Office and administrative support supervisors",1530,"Miscellaneous engineers"
5240,0.0143884892086331,9,"Customer service representatives",1530,"Miscellaneous engineers"
5700,0.0340091563113146,1,"Secretaries and administrative assistants",1530,"Miscellaneous engineers"
3600,0.00850228907782865,6,"Nursing, psychiatric, and home health aides",1530,"Miscellaneous engineers"
4760,0.0091563113145847,5,"Retail salespersons",1530,"Miscellaneous engineers"
2310,0.077720207253886,10,"Elementary and middle school teachers",1540,"Drafters"
5700,0.0803108808290155,1,"Secretaries and administrative assistants",1540,"Drafters"
3255,0.0621761658031088,3,"Registered nurses",1540,"Drafters"
2310,0.0697247706422018,10,"Elementary and middle school teachers",1550,"Engineer technicians"
3255,0.055045871559633,3,"Registered nurses",1550,"Engineer technicians"
800,0.0275229357798165,19,"Accountants and auditors",1550,"Engineer technicians"
5000,0.0155963302752294,14,"Office and administrative support supervisors",1550,"Engineer technicians"
5700,0.0522935779816514,1,"Secretaries and administrative assistants",1550,"Engineer technicians"
5240,0.018348623853211,9,"Customer service representatives",1550,"Engineer technicians"
3600,0.0110091743119266,6,"Nursing, psychiatric, and home health aides",1550,"Engineer technicians"
5860,0.0137614678899083,4,"General office clerks",1550,"Engineer technicians"
2310,0.0909090909090909,10,"Elementary and middle school teachers",1560,"Surveying and mapping technicians"
3255,0.0808080808080808,3,"Registered nurses",1560,"Surveying and mapping technicians"
2310,0.114649681528662,10,"Elementary and middle school teachers",1610,"Biological scientists"
2200,0.0720338983050847,20,"Postsecondary teachers",1650,"Other life scientists"
2310,0.0872093023255814,10,"Elementary and middle school teachers",1720,"Chemists and materials scientists"
2200,0.0592592592592593,20,"Postsecondary teachers",1760,"Other physical scientists"
2310,0.0641975308641975,10,"Elementary and middle school teachers",1760,"Other physical scientists"
3255,0.0345679012345679,3,"Registered nurses",1760,"Other physical scientists"
2310,0.0864864864864865,10,"Elementary and middle school teachers",1820,"Psychologists"
3255,0.0654761904761905,3,"Registered nurses",1920,"Chemical technicians"
5700,0.0714285714285714,1,"Secretaries and administrative assistants",1920,"Chemical technicians"
2310,0.0737704918032787,10,"Elementary and middle school teachers",1965,"Miscellaneous science technicians"
3255,0.0614754098360656,3,"Registered nurses",1965,"Miscellaneous science technicians"
5700,0.0573770491803279,1,"Secretaries and administrative assistants",1965,"Miscellaneous science technicians"
2310,0.134579439252336,10,"Elementary and middle school teachers",2000,"Counselors"
3255,0.0672897196261682,3,"Registered nurses",2000,"Counselors"
2200,0.0242990654205607,20,"Postsecondary teachers",2000,"Counselors"
5700,0.0355140186915888,1,"Secretaries and administrative assistants",2000,"Counselors"
2310,0.0887573964497041,10,"Elementary and middle school teachers",2010,"Social workers"
3255,0.0650887573964497,3,"Registered nurses",2010,"Social workers"
800,0.0256410256410256,19,"Accountants and auditors",2010,"Social workers"
5860,0.0216962524654832,4,"General office clerks",2010,"Social workers"
5700,0.0374753451676529,1,"Secretaries and administrative assistants",2010,"Social workers"
2310,0.116402116402116,10,"Elementary and middle school teachers",2015,"Probation officers"
3255,0.0582010582010582,3,"Registered nurses",2015,"Probation officers"
2310,0.143127962085308,10,"Elementary and middle school teachers",2040,"Clergy"
5700,0.0805687203791469,1,"Secretaries and administrative assistants",2040,"Clergy"
3255,0.0578199052132701,3,"Registered nurses",2040,"Clergy"
2200,0.0208530805687204,20,"Postsecondary teachers",2040,"Clergy"
800,0.0123222748815166,19,"Accountants and auditors",2040,"Clergy"
4760,0.0104265402843602,5,"Retail salespersons",2040,"Clergy"
5860,0.0123222748815166,4,"General office clerks",2040,"Clergy"
2310,0.092447379281882,10,"Elementary and middle school teachers",2100,"Layers and judges"
800,0.022286421791168,19,"Accountants and auditors",2100,"Layers and judges"
2200,0.0206355757325629,20,"Postsecondary teachers",2100,"Layers and judges"
5000,0.0156830375567478,14,"Office and administrative support supervisors",2100,"Layers and judges"
3255,0.0363186132893108,3,"Registered nurses",2100,"Layers and judges"
5700,0.035080478745357,1,"Secretaries and administrative assistants",2100,"Layers and judges"
5240,0.00536524969046636,9,"Customer service representatives",2100,"Layers and judges"
4760,0.00784151877837392,5,"Retail salespersons",2100,"Layers and judges"
5860,0.00742880726372266,4,"General office clerks",2100,"Layers and judges"
2310,0.116504854368932,10,"Elementary and middle school teachers",2160,"Miscellaneous legal support workers"
2200,0.206914344685243,20,"Postsecondary teachers",2200,"Postsecondary teachers"
2310,0.0810113519091847,10,"Elementary and middle school teachers",2200,"Postsecondary teachers"
800,0.0201238390092879,19,"Accountants and auditors",2200,"Postsecondary teachers"
